,floor_id,ds,y,power_consumption_ori,predict_value,yhat_lower,yhat_upper,error,flag
0,0,2022-06-11 15:00:00,1103.46,1103.46,,,,,
1,0,2022-06-11 16:00:00,1061.27,1061.27,,,,,
2,0,2022-06-11 17:00:00,1054.63,1054.63,,,,,
3,0,2022-06-11 18:00:00,975.94,975.94,,,,,
4,0,2022-06-11 19:00:00,977.8,977.8,,,,,
5,0,2022-06-11 20:00:00,937.77,937.77,,,,,
6,0,2022-06-11 21:00:00,963.12,482.02,,,,,
7,0,2022-06-11 22:00:00,908.825,396.94,,,,,
8,0,2022-06-11 23:00:00,394.32,394.32,,,,,
9,0,2022-06-12 00:00:00,333.81,333.81,,,,,
10,0,2022-06-12 01:00:00,295.53,295.53,,,,,
11,0,2022-06-12 02:00:00,207.29,207.29,,,,,
12,0,2022-06-12 03:00:00,212.81,212.81,,,,,
13,0,2022-06-12 04:00:00,201.16,201.16,,,,,
14,0,2022-06-12 05:00:00,197.35,197.35,,,,,
15,0,2022-06-12 06:00:00,218.59,218.59,,,,,
16,0,2022-06-12 07:00:00,864.23,864.23,,,,,
17,0,2022-06-12 08:00:00,873.97,873.97,,,,,
18,0,2022-06-12 09:00:00,971.56,971.56,,,,,
19,0,2022-06-12 10:00:00,1088.79,1088.79,,,,,
20,0,2022-06-12 11:00:00,1115.43,1115.43,,,,,
21,0,2022-06-12 12:00:00,1227.72,1227.72,,,,,
22,0,2022-06-12 13:00:00,1203.56,1203.56,,,,,
23,0,2022-06-12 14:00:00,1317.43,1317.43,,,,,
24,0,2022-06-12 15:00:00,1171.54,1171.54,,,,,
25,0,2022-06-12 16:00:00,1365.96,1365.96,,,,,
26,0,2022-06-12 17:00:00,1354.5,1354.5,,,,,
27,0,2022-06-12 18:00:00,1208.19,1208.19,,,,,
28,0,2022-06-12 19:00:00,1139.59,1139.59,,,,,
29,0,2022-06-12 20:00:00,1035.47,1035.47,,,,,
30,0,2022-06-12 21:00:00,1011.9,1011.9,,,,,
31,0,2022-06-12 22:00:00,975.66,975.66,,,,,
32,0,2022-06-12 23:00:00,432.24,432.24,,,,,
33,0,2022-06-13 00:00:00,341.56,341.56,,,,,
