,floor_id,ds,y,power_consumption_ori,predict_value,yhat_lower,yhat_upper,error,flag
0,0,2022-06-12 04:00:00,201.16,201.16,,,,,
1,0,2022-06-12 05:00:00,197.35,197.35,,,,,
2,0,2022-06-12 06:00:00,218.59,218.59,,,,,
3,0,2022-06-12 07:00:00,864.23,864.23,,,,,
4,0,2022-06-12 08:00:00,873.97,873.97,,,,,
5,0,2022-06-12 09:00:00,971.56,971.56,,,,,
6,0,2022-06-12 10:00:00,1088.79,1088.79,,,,,
7,0,2022-06-12 11:00:00,1115.43,1115.43,,,,,
8,0,2022-06-12 12:00:00,1227.72,1227.72,,,,,
9,0,2022-06-12 13:00:00,1203.56,1203.56,,,,,
10,0,2022-06-12 14:00:00,1317.43,1317.43,,,,,
11,0,2022-06-12 15:00:00,1171.54,1171.54,,,,,
12,0,2022-06-12 16:00:00,1365.96,1365.96,,,,,
13,0,2022-06-12 17:00:00,1354.5,1354.5,,,,,
14,0,2022-06-12 18:00:00,1208.19,1208.19,,,,,
15,0,2022-06-12 19:00:00,1139.59,1139.59,,,,,
16,0,2022-06-12 20:00:00,1035.47,1035.47,,,,,
17,0,2022-06-12 21:00:00,1011.9,1011.9,,,,,
18,0,2022-06-12 22:00:00,975.66,975.66,,,,,
19,0,2022-06-12 23:00:00,432.24,432.24,,,,,
20,0,2022-06-13 00:00:00,341.56,341.56,,,,,
21,0,2022-06-13 01:00:00,311.8,311.8,,,,,
22,0,2022-06-13 02:00:00,215.0,215.0,,,,,
23,0,2022-06-13 03:00:00,218.65,218.65,,,,,
24,0,2022-06-13 04:00:00,212.03,212.03,,,,,
25,0,2022-06-13 05:00:00,214.12,214.12,,,,,
26,0,2022-06-13 06:00:00,220.86,220.86,,,,,
27,0,2022-06-13 07:00:00,1048.43,1048.43,,,,,
28,0,2022-06-13 08:00:00,1203.72,1203.72,,,,,
29,0,2022-06-13 09:00:00,1415.66,1415.66,,,,,
30,0,2022-06-13 10:00:00,1452.82,1452.82,,,,,
31,0,2022-06-13 11:00:00,1471.53,1471.53,,,,,
32,0,2022-06-13 12:00:00,1508.11,1508.11,,,,,
33,0,2022-06-13 13:00:00,1497.21,1497.21,,,,,
34,0,2022-06-13 14:00:00,1532.64,1532.64,,,,,
35,0,2022-06-13 15:00:00,1540.75,1540.75,,,,,
36,0,2022-06-13 16:00:00,1556.56,1556.56,,,,,
37,0,2022-06-13 17:00:00,1491.14,1491.14,,,,,
38,0,2022-06-13 18:00:00,1401.14,1401.14,,,,,
39,0,2022-06-13 19:00:00,1135.49,1135.49,,,,,
