,floor_id,ds,y,power_consumption_ori,predict_value,yhat_lower,yhat_upper,error,flag
0,0,2022-06-09 06:00:00,283.1,283.1,,,,,
1,0,2022-06-09 07:00:00,1088.7,1088.7,,,,,
2,0,2022-06-09 08:00:00,1029.53,1029.53,,,,,
3,0,2022-06-09 09:00:00,1295.81,1295.81,,,,,
4,0,2022-06-09 10:00:00,1257.21,1257.21,,,,,
5,0,2022-06-09 11:00:00,1225.84,1225.84,,,,,
6,0,2022-06-09 12:00:00,1228.14,1228.14,,,,,
7,0,2022-06-09 13:00:00,1183.57,1183.57,,,,,
8,0,2022-06-09 14:00:00,1257.5,1257.5,,,,,
9,0,2022-06-09 15:00:00,1341.97,1341.97,,,,,
10,0,2022-06-09 16:00:00,1423.49,1423.49,,,,,
11,0,2022-06-09 17:00:00,1263.85,1263.85,,,,,
12,0,2022-06-09 18:00:00,1092.37,1092.37,,,,,
13,0,2022-06-09 19:00:00,996.48,996.48,,,,,
14,0,2022-06-09 20:00:00,875.05,875.05,,,,,
15,0,2022-06-09 21:00:00,963.12,635.42,,,,,
16,0,2022-06-09 22:00:00,908.825,420.95,,,,,
17,0,2022-06-09 23:00:00,401.71,401.71,,,,,
18,0,2022-06-10 00:00:00,347.09,347.09,,,,,
19,0,2022-06-10 01:00:00,313.98,313.98,,,,,
20,0,2022-06-10 02:00:00,216.93,216.93,,,,,
21,0,2022-06-10 03:00:00,211.64,211.64,,,,,
22,0,2022-06-10 04:00:00,205.37,205.37,,,,,
23,0,2022-06-10 05:00:00,208.5,208.5,,,,,
24,0,2022-06-10 06:00:00,227.08,227.08,,,,,
25,0,2022-06-10 07:00:00,952.2,952.2,,,,,
26,0,2022-06-10 08:00:00,1045.01,1045.01,,,,,
27,0,2022-06-10 09:00:00,1254.54,1254.54,,,,,
28,0,2022-06-10 10:00:00,1318.2,1318.2,,,,,
29,0,2022-06-10 11:00:00,1310.7,1310.7,,,,,
30,0,2022-06-10 12:00:00,1351.97,1351.97,,,,,
31,0,2022-06-10 13:00:00,1321.93,1321.93,,,,,
32,0,2022-06-10 14:00:00,1284.34,1284.34,,,,,
33,0,2022-06-10 15:00:00,1302.35,1302.35,,,,,
34,0,2022-06-10 16:00:00,1290.05,1290.05,,,,,
35,0,2022-06-10 17:00:00,1153.61,1153.61,,,,,
36,0,2022-06-10 18:00:00,1026.09,1026.09,,,,,
37,0,2022-06-10 19:00:00,926.41,926.41,,,,,
38,0,2022-06-10 20:00:00,875.91,875.91,,,,,
39,0,2022-06-10 21:00:00,888.29,888.29,,,,,
40,0,2022-06-10 22:00:00,887.0,887.0,,,,,
41,0,2022-06-10 23:00:00,685.62,685.62,,,,,
42,0,2022-06-11 00:00:00,335.99,335.99,,,,,
43,0,2022-06-11 01:00:00,308.65,308.65,,,,,
44,0,2022-06-11 02:00:00,220.6,220.6,,,,,
45,0,2022-06-11 03:00:00,218.11,218.11,,,,,
46,0,2022-06-11 04:00:00,219.6,219.6,,,,,
47,0,2022-06-11 05:00:00,220.53,220.53,,,,,
48,0,2022-06-11 06:00:00,280.39,280.39,,,,,
49,0,2022-06-11 07:00:00,963.59,963.59,,,,,
50,0,2022-06-11 08:00:00,880.04,880.04,,,,,
51,0,2022-06-11 09:00:00,1094.38,1094.38,,,,,
52,0,2022-06-11 10:00:00,1111.51,1111.51,,,,,
53,0,2022-06-11 11:00:00,1130.53,1130.53,,,,,
54,0,2022-06-11 12:00:00,1120.13,1120.13,,,,,
55,0,2022-06-11 13:00:00,1050.43,1050.43,,,,,
56,0,2022-06-11 14:00:00,1088.54,1088.54,,,,,
57,0,2022-06-11 15:00:00,1103.46,1103.46,,,,,
58,0,2022-06-11 16:00:00,1061.27,1061.27,,,,,
59,0,2022-06-11 17:00:00,1054.63,1054.63,,,,,
60,0,2022-06-11 18:00:00,975.94,975.94,,,,,
61,0,2022-06-11 19:00:00,977.8,977.8,,,,,
62,0,2022-06-11 20:00:00,937.77,937.77,,,,,
63,0,2022-06-11 21:00:00,963.12,482.02,,,,,
64,0,2022-06-11 22:00:00,908.825,396.94,,,,,
65,0,2022-06-11 23:00:00,394.32,394.32,,,,,
66,0,2022-06-12 00:00:00,333.81,333.81,,,,,
67,0,2022-06-12 01:00:00,295.53,295.53,,,,,
68,0,2022-06-12 02:00:00,207.29,207.29,,,,,
69,0,2022-06-12 03:00:00,212.81,212.81,,,,,
70,0,2022-06-12 04:00:00,201.16,201.16,,,,,
71,0,2022-06-12 05:00:00,197.35,197.35,,,,,
72,0,2022-06-12 06:00:00,218.59,218.59,,,,,
73,0,2022-06-12 07:00:00,864.23,864.23,,,,,
74,0,2022-06-12 08:00:00,873.97,873.97,,,,,
75,0,2022-06-12 09:00:00,971.56,971.56,,,,,
76,0,2022-06-12 10:00:00,1088.79,1088.79,,,,,
77,0,2022-06-12 11:00:00,1115.43,1115.43,,,,,
78,0,2022-06-12 12:00:00,1227.72,1227.72,,,,,
79,0,2022-06-12 13:00:00,1203.56,1203.56,,,,,
80,0,2022-06-12 14:00:00,1317.43,1317.43,,,,,
81,0,2022-06-12 15:00:00,1171.54,1171.54,,,,,
82,0,2022-06-12 16:00:00,1365.96,1365.96,,,,,
83,0,2022-06-12 17:00:00,1354.5,1354.5,,,,,
84,0,2022-06-12 18:00:00,1208.19,1208.19,,,,,
85,0,2022-06-12 19:00:00,1139.59,1139.59,,,,,
86,0,2022-06-12 20:00:00,1035.47,1035.47,,,,,
87,0,2022-06-12 21:00:00,1011.9,1011.9,,,,,
88,0,2022-06-12 22:00:00,975.66,975.66,,,,,
89,0,2022-06-12 23:00:00,432.24,432.24,,,,,
90,0,2022-06-13 00:00:00,341.56,341.56,,,,,
91,0,2022-06-13 01:00:00,311.8,311.8,,,,,
92,0,2022-06-13 02:00:00,215.0,215.0,,,,,
93,0,2022-06-13 03:00:00,218.65,218.65,,,,,
94,0,2022-06-13 04:00:00,212.03,212.03,,,,,
95,0,2022-06-13 05:00:00,214.12,214.12,,,,,
96,0,2022-06-13 06:00:00,220.86,220.86,,,,,
