,floor_id,ds,y,power_consumption_ori,predict_value,yhat_lower,yhat_upper,error,flag
0,0,2022-06-10 06:00:00,227.08,227.08,,,,,
1,0,2022-06-10 07:00:00,952.2,952.2,,,,,
2,0,2022-06-10 08:00:00,1045.01,1045.01,,,,,
3,0,2022-06-10 09:00:00,1254.54,1254.54,,,,,
4,0,2022-06-10 10:00:00,1318.2,1318.2,,,,,
5,0,2022-06-10 11:00:00,1310.7,1310.7,,,,,
6,0,2022-06-10 12:00:00,1351.97,1351.97,,,,,
7,0,2022-06-10 13:00:00,1321.93,1321.93,,,,,
8,0,2022-06-10 14:00:00,1284.34,1284.34,,,,,
9,0,2022-06-10 15:00:00,1302.35,1302.35,,,,,
10,0,2022-06-10 16:00:00,1290.05,1290.05,,,,,
11,0,2022-06-10 17:00:00,1153.61,1153.61,,,,,
12,0,2022-06-10 18:00:00,1026.09,1026.09,,,,,
13,0,2022-06-10 19:00:00,926.41,926.41,,,,,
14,0,2022-06-10 20:00:00,875.91,875.91,,,,,
15,0,2022-06-10 21:00:00,888.29,888.29,,,,,
16,0,2022-06-10 22:00:00,887.0,887.0,,,,,
17,0,2022-06-10 23:00:00,685.62,685.62,,,,,
18,0,2022-06-11 00:00:00,335.99,335.99,,,,,
19,0,2022-06-11 01:00:00,308.65,308.65,,,,,
20,0,2022-06-11 02:00:00,220.6,220.6,,,,,
21,0,2022-06-11 03:00:00,218.11,218.11,,,,,
22,0,2022-06-11 04:00:00,219.6,219.6,,,,,
23,0,2022-06-11 05:00:00,220.53,220.53,,,,,
24,0,2022-06-11 06:00:00,280.39,280.39,,,,,
25,0,2022-06-11 07:00:00,963.59,963.59,,,,,
26,0,2022-06-11 08:00:00,880.04,880.04,,,,,
27,0,2022-06-11 09:00:00,1094.38,1094.38,,,,,
28,0,2022-06-11 10:00:00,1111.51,1111.51,,,,,
29,0,2022-06-11 11:00:00,1130.53,1130.53,,,,,
30,0,2022-06-11 12:00:00,1120.13,1120.13,,,,,
31,0,2022-06-11 13:00:00,1050.43,1050.43,,,,,
32,0,2022-06-11 14:00:00,1088.54,1088.54,,,,,
33,0,2022-06-11 15:00:00,1103.46,1103.46,,,,,
34,0,2022-06-11 16:00:00,1061.27,1061.27,,,,,
35,0,2022-06-11 17:00:00,1054.63,1054.63,,,,,
36,0,2022-06-11 18:00:00,975.94,975.94,,,,,
37,0,2022-06-11 19:00:00,977.8,977.8,,,,,
38,0,2022-06-11 20:00:00,937.77,937.77,,,,,
39,0,2022-06-11 21:00:00,963.12,482.02,,,,,
40,0,2022-06-11 22:00:00,908.825,396.94,,,,,
41,0,2022-06-11 23:00:00,394.32,394.32,,,,,
42,0,2022-06-12 00:00:00,333.81,333.81,,,,,
43,0,2022-06-12 01:00:00,295.53,295.53,,,,,
44,0,2022-06-12 02:00:00,207.29,207.29,,,,,
45,0,2022-06-12 03:00:00,212.81,212.81,,,,,
46,0,2022-06-12 04:00:00,201.16,201.16,,,,,
47,0,2022-06-12 05:00:00,197.35,197.35,,,,,
48,0,2022-06-12 06:00:00,218.59,218.59,,,,,
49,0,2022-06-12 07:00:00,864.23,864.23,,,,,
50,0,2022-06-12 08:00:00,873.97,873.97,,,,,
51,0,2022-06-12 09:00:00,971.56,971.56,,,,,
52,0,2022-06-12 10:00:00,1088.79,1088.79,,,,,
53,0,2022-06-12 11:00:00,1115.43,1115.43,,,,,
54,0,2022-06-12 12:00:00,1227.72,1227.72,,,,,
55,0,2022-06-12 13:00:00,1203.56,1203.56,,,,,
56,0,2022-06-12 14:00:00,1317.43,1317.43,,,,,
57,0,2022-06-12 15:00:00,1171.54,1171.54,,,,,
58,0,2022-06-12 16:00:00,1365.96,1365.96,,,,,
59,0,2022-06-12 17:00:00,1354.5,1354.5,,,,,
60,0,2022-06-12 18:00:00,1208.19,1208.19,,,,,
61,0,2022-06-12 19:00:00,1139.59,1139.59,,,,,
62,0,2022-06-12 20:00:00,1035.47,1035.47,,,,,
63,0,2022-06-12 21:00:00,1011.9,1011.9,,,,,
64,0,2022-06-12 22:00:00,975.66,975.66,,,,,
65,0,2022-06-12 23:00:00,432.24,432.24,,,,,
66,0,2022-06-13 00:00:00,341.56,341.56,,,,,
67,0,2022-06-13 01:00:00,311.8,311.8,,,,,
68,0,2022-06-13 02:00:00,215.0,215.0,,,,,
69,0,2022-06-13 03:00:00,218.65,218.65,,,,,
70,0,2022-06-13 04:00:00,212.03,212.03,,,,,
71,0,2022-06-13 05:00:00,214.12,214.12,,,,,
72,0,2022-06-13 06:00:00,220.86,220.86,,,,,
73,0,2022-06-13 07:00:00,1048.43,1048.43,,,,,
74,0,2022-06-13 08:00:00,1203.72,1203.72,,,,,
75,0,2022-06-13 09:00:00,1415.66,1415.66,,,,,
76,0,2022-06-13 10:00:00,1452.82,1452.82,,,,,
77,0,2022-06-13 11:00:00,1471.53,1471.53,,,,,
78,0,2022-06-13 12:00:00,1508.11,1508.11,,,,,
79,0,2022-06-13 13:00:00,1497.21,1497.21,,,,,
80,0,2022-06-13 14:00:00,1532.64,1532.64,,,,,
81,0,2022-06-13 15:00:00,1540.75,1540.75,,,,,
82,0,2022-06-13 16:00:00,1556.56,1556.56,,,,,
83,0,2022-06-13 17:00:00,1491.14,1491.14,,,,,
84,0,2022-06-13 18:00:00,1401.14,1401.14,,,,,
85,0,2022-06-13 19:00:00,1135.49,1135.49,,,,,
86,0,2022-06-13 20:00:00,1053.91,1053.91,,,,,
87,0,2022-06-13 21:00:00,993.25,993.25,,,,,
88,0,2022-06-13 22:00:00,943.91,943.91,,,,,
