,floor_id,ds,y,power_consumption_ori,predict_value,yhat_lower,yhat_upper,error,flag
0,0,2022-06-14 18:00:00,1416.83,1416.83,,,,,
1,0,2022-06-14 19:00:00,1403.79,1403.79,,,,,
2,0,2022-06-14 20:00:00,1279.78,1279.78,,,,,
3,0,2022-06-14 21:00:00,1042.02,1042.02,,,,,
4,0,2022-06-14 22:00:00,971.75,971.75,,,,,
5,0,2022-06-14 23:00:00,518.27,859.25,,,,,
6,0,2022-06-15 00:00:00,379.78,827.25,,,,,
7,0,2022-06-15 01:00:00,323.825,758.78,,,,,
8,0,2022-06-15 02:00:00,231.14,707.3,,,,,
9,0,2022-06-15 03:00:00,263.26,263.26,,,,,
10,0,2022-06-15 04:00:00,249.47,249.47,,,,,
11,0,2022-06-15 05:00:00,266.99,266.99,,,,,
12,0,2022-06-15 06:00:00,335.46,335.46,,,,,
13,0,2022-06-15 07:00:00,1131.87,1131.87,,,,,
14,0,2022-06-15 08:00:00,1250.44,1250.44,,,,,
15,0,2022-06-15 09:00:00,1573.82,1573.82,,,,,
16,0,2022-06-15 10:00:00,1629.25,1629.25,,,,,
17,0,2022-06-15 11:00:00,1643.28,1643.28,,,,,
18,0,2022-06-15 12:00:00,1645.94,1645.94,,,,,
19,0,2022-06-15 13:00:00,1665.77,1665.77,,,,,
20,0,2022-06-15 14:00:00,1689.45,1689.45,,,,,
21,0,2022-06-15 15:00:00,1714.63,1714.63,,,,,
22,0,2022-06-15 16:00:00,1687.21,1687.21,1577.5584743899,1432.8971912742,1738.3059790172,6.5,0.0
23,0,2022-06-15 17:00:00,1498.65,1498.65,1488.6760177768,1345.1307709681,1638.5270968686,0.67,0.0
24,0,2022-06-15 18:00:00,1444.1,1444.1,1409.8702472799,1262.9987317856,1551.5264364283,2.37,0.0
25,0,2022-06-15 19:00:00,1331.94,1331.94,1397.4541439975,1242.6876131844,1550.2266104164,4.69,0.0
26,0,2022-06-15 20:00:00,1199.42,1199.42,1329.3169779601,1175.6171926475,1480.5130302791,9.77,0.0
27,0,2022-06-15 21:00:00,1070.46,1070.46,1197.0986912938,1063.0258653194,1350.8922493573,10.58,0.0
28,0,2022-06-15 22:00:00,1014.55,1014.55,982.0773385832,825.1446493037,1136.8425544071,3.2,0.0
29,0,2022-06-15 23:00:00,885.09,885.09,797.8852927932,637.9179397871,942.5939022961,9.85,0.0
30,0,2022-06-16 00:00:00,833.17,833.17,638.6332893017,461.3052999594,800.5198353299,23.35,2.0
31,0,2022-06-16 01:00:00,399.64,399.64,549.5064740741,386.6450706611,708.1384579502,27.27,0.0
32,0,2022-06-16 02:00:00,291.86,291.86,474.3258557158,325.7073117706,631.1556223233,38.47,1.0
33,0,2022-06-16 03:00:00,288.99,288.99,387.2943582162,227.0616944987,540.2179391623,25.38,0.0
